,link,title,provider,n_subscribers,description
400,https://www.coursera.org/learn/big-data-management,Big Data Modeling and Management Systems,University of California San Diego,"82,568","Once you’ve identified a big data issue to analyze, how do you collect, store and organize your data using Big Data solutions?  In this course, you will experience various data genres and management tools appropriate for each.  You will be able to describe the reasons behind the evolving plethora of new big data platforms from the perspective of big data management systems and analytical tools.  Through guided hands-on tutorials, you will become familiar with techniques using real-time and semi-structured data examples.  Systems and tools discussed include: AsterixDB, HP Vertica, Impala, Neo4j, Redis, SparkSQL. This course provides techniques to extract value from existing untapped data sources and discovering new data sources."
401,https://www.coursera.org/learn/international-humanitarian-law,International Humanitarian Law in Theory and Practice,Universiteit Leiden,"38,070","“International Humanitarian Law in Theory and Practice” is the first MOOC of the Kalshoven-Gieskes Forum on International Humanitarian Law, which is the platform within the Grotius Centre for International Legal Studies of Leiden University for the research, teaching and dissemination of international humanitarian law (IHL)."
402,https://www.coursera.org/learn/discrete-mathematics,Discrete Mathematics,Shanghai Jiao Tong University,"38,388",Discrete mathematics forms the mathematical foundation of computer and information science. It is also a fascinating subject in itself.
403,https://www.coursera.org/learn/advanced-grammar-project,Advanced Grammar & Punctuation Project,"University of California, Irvine","8,407","If you have taken the three courses in this specialization, you have learned a lot of grammar in the past few months. This will be a big help to your studies or your career. This project will help you process what you've learned and help you remember it forever. In this course, you will create a grammar portfolio of the difficult or interesting English grammatical structures that you studied in the previous courses. Your portfolio will include several items that you create, such as two scripts that you will write, in which you showcase proper use of grammar points you've learned. You will then record a video performing each script and using the grammar. You can record these two videos alone or with friends. You can be creative and make funny skits like your teachers did in all of the fun videos you watched in this specialization or use your own creative style. The items you create for your portfolio will help you review the material you've learned and will be a memorable project that you can keep with you long after this course ends."
404,https://www.coursera.org/learn/leadership-motivation-organizational-control,"Leadership, Motivation and Organizational Control",Institute of Certified Professional Managers,"4,773","This course gives you access to the essential skills and knowledge that you will need as a supervisor to lead and motivate employees, and to implement and monitor effective organizational controls. At its conclusion, you will be able to:"
405,https://www.coursera.org/learn/foundations-marketing-analytics,Foundations of marketing analytics,ESSEC Business School,"37,253",Who is this course for?
406,https://www.coursera.org/learn/linear-models-2,Advanced Linear Models for Data Science 2: Statistical Linear Models,Johns Hopkins University,"19,904",Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:
407,https://www.coursera.org/learn/stats-thermo-non-equilibrium-applications,Non-Equilibrium Applications of Statistical Thermodynamics,University of Colorado Boulder,"3,863",Course 5 of Statistical Thermodynamics explores three different applications of non-equilibrium statistical thermodynamics.
408,https://www.coursera.org/learn/healthy-practices-nutrition-physical-activity-community-family-participation,"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation",University of Colorado System,"17,564","In this course you will find a comprehensive overlook of healthy practices in public schools in the USA, including: physical activity and nutrition in the school setting. We will review the basics of some of the regulatory programs found in the United States that support healthy students through nutrition education and nutrition programs. You will be able to explain some of the nutritional components such as, alternatives to the use of Sugar-Sweetened Beverages. Many of these principles can be applied to students in schools throughout the globe."
409,https://www.coursera.org/learn/client-needs-and-software-requirements,Client Needs and Software Requirements,University of Alberta,"58,395",This course covers practical techniques to elicit and express software requirements from client interactions.
410,https://www.coursera.org/learn/cybersecurity-foundation,na,na,na,na
411,https://www.coursera.org/learn/teach-impacts-technology-data,"Teaching Impacts of Technology: Data Collection, Use, and Privacy",University of California San Diego,"2,588","In this course you’ll focus on how constant data collection and big data analysis have impacted us, exploring the interplay between using your data and protecting it, as well as thinking about what it could do for you in the future. This will be done through a series of paired teaching sections, exploring a specific “Impact of Computing” in your typical day and the “Technologies and Computing Concepts” that enable that impact, all at a K12-appropriate level."
412,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,Advanced Deployment Scenarios with TensorFlow,DeepLearning.AI,"14,533",Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.
413,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,"220,262","This course introduces participants to the big data capabilities of Google Cloud. Through a combination of presentations, demos, and hands-on labs, participants get an overview of Google Cloud and a detailed view of the data processing and machine learning capabilities. This course showcases the ease, flexibility, and power of big data solutions on Google Cloud."
414,https://www.coursera.org/learn/discrete-optimization,Discrete Optimization,The University of Melbourne,"54,553","Tired of solving Sudokus by hand? This class teaches you how to solve complex search problems with discrete optimization concepts and algorithms, including constraint programming, local search, and mixed-integer programming."
415,https://www.coursera.org/learn/cloud-computing-2,Cloud Computing Concepts: Part 2,University of Illinois at Urbana-Champaign,"28,206","Cloud computing systems today, whether open-source or used inside companies, are built using a common set of core techniques, algorithms, and design philosophies – all centered around distributed systems. Learn about such fundamental distributed computing ""concepts"" for cloud computing."
416,https://www.coursera.org/learn/privacy-laws-us,Privacy in the USA,EIT Digital,"1,538",After having followed Privacy in the Western world you have become acquainted with the overall global legal system and the origins of privacy as a concept as well as privacy as a (human) right. This course deals with the American legal system to protect privacy.
417,https://www.coursera.org/learn/grc-approach-to-managing-cybersecurity,The GRC Approach to Managing Cybersecurity,University System of Georgia,"4,504","Managing cybersecurity is about managing risk, specifically the risk to information assets of valued by an organization.  This course examines the role of Governance, Risk Management, and Compliance (GRC) as part of the Cybersecurity management process, including key functions of planning, policies, and the administration of technologies to support the protection of critical information assets."
418,https://www.coursera.org/learn/cloud-computing-security,Cloud Computing Security,University of Colorado System,"12,101","In this MOOC, we will learn Cloud Computing basics using AWS as an example,  We will guide you to create AWS account, planning AWS resources for your cloud systems, create AWS EC2 instances, access them and configure the popular LAMP web services with MySQL database. We will guide you to create user accounts for your programmer or operators using AWS Identify and Access management GUI, Register your domain name and setup DNS entry for your servers using AWS Route 53 in 22 mintues! and show you how to use AWS Command Line interface to create and managing instances and services programmatically. We then introduce AWS Load balancing feature, create load balancing cluster for scalability and reliability.  We also demonstrate how to diagnose the problem introduced by the health check and firewall restriction conflicts.   By the end of this course, you should be able to create your own web cluster with mysql databases, setup your users with credentials to manage your AWS resources/virtual machines either through their management control interface or using AWS CLI API using scripts.  You will also learn the best practice in cloud security and debugging service interaction issues may arise in the cloud systems."
419,https://www.coursera.org/learn/gcp-fundamentals-aws,Google Cloud Fundamentals for AWS Professionals,Google Cloud,"87,115","This accelerated 6-hour course with labs introduces AWS professionals to the core capabilities of Google Cloud Platform (GCP) in the four technology pillars: networking, compute, storage, and database. It is designed for AWS Solution Architects and SysOps Administrators familiar with AWS features and setup and want to gain experience configuring GCP products immediately. With presentations, demos, and hands-on labs, participants get details of similarities, differences, and initial how-tos quickly. If you prefer to learn fast by doing, this course is for you."
420,https://www.coursera.org/learn/virtual-school,Foundations of Virtual Instruction,"University of California, Irvine","32,182","Welcome to Foundations of Virtual Instruction! This course will help you 'up' your game and develop the advanced skills and techniques that elude even some of the most experienced virtual teachers in the K-12 space. Examine pitfalls and learn how to overcome them by focusing on the fundamentals that have the most significant impact on student learning in a blended or online environment. When you complete this course, you will be able to:"
421,https://www.coursera.org/learn/bioinformatics-project,Bioinformatics Capstone: Big Data in Biology,University of California San Diego,"3,976","In this course, you will learn how to use the BaseSpace cloud platform developed by Illumina (our industry partner) to apply several standard bioinformatics software approaches to real biological data."
422,https://www.coursera.org/learn/global-financial-crisis,The Global Financial Crisis,Yale University,"110,853","Former U.S. Secretary of the Treasury Timothy F. Geithner and Professor Andrew Metrick survey the causes, events, policy responses, and aftermath of the recent global financial crisis."
423,https://www.coursera.org/learn/esl-reading,Teaching EFL/ESL Reading: A Task Based Approach,University of London,"31,834",This course explores ways of teaching reading skills in English as Second and Foreign Language (ESL/EFL) using a task-based approach. You will be introduced to the concept of task and the key principles of task-based language teaching (TBLT) and learning. TBLT uses communicative tasks as the key unit for creating language learning activities. You will also examine the role of reading in real-life and in second and foreign language teaching and current thinking about the interface between TBLT and second language reading. You will explore how TBLT and teaching second language reading can be successfully integrated in practice through analysing task-based reading materials. The course culminates in creating task-based materials for teaching reading in your own language teaching contexts.
424,https://www.coursera.org/learn/clinical-epidemiology,Clinical Epidemiology,Utrecht University,"29,361","Evidence forms the basis of modern medicine. Clinical research provides us with this evidence, guiding health professionals towards solutions to problems that they face in daily practice. Transferring existing problems in medical practice to a research setting is a challenging process that requires careful consideration. The practice of clinical epidemiology aims to address this through the application of established approaches for research in human populations, while at all times focussing on the problem at hand from a clinical perspective."
425,https://www.coursera.org/learn/gcp-fundamentals,Google Cloud Fundamentals: Core Infrastructure,Google Cloud,"539,687","This course introduces you to important concepts and terminology for working with Google Cloud Platform (GCP). You learn about, and compare, many of the computing and storage services available in Google Cloud Platform, including Google App Engine, Google Compute Engine, Google Kubernetes Engine, Google Cloud Storage, Google Cloud SQL, and BigQuery. You learn about important resource and policy management tools, such as the Google Cloud Resource Manager hierarchy and Google Cloud Identity and Access Management. Hands-on labs give you foundational skills for working with GCP."
426,https://www.coursera.org/learn/aging-research-cannabis-cbd-thc,Healthy Aging and the Future of Cannabis Research,University of Colorado Boulder,"2,814","This Healthy Aging and Future of Cannabis Research course is designed to have you think critically about the health effects of cannabis (i.e., marijuana) in the context of inflammation, exercise, and aging. You'll learn how inflammation and the microbiome may be related to the disorders discussed in class, and how cannabis may influence these disorders through modulating inflammation. We'll describe the relationship between the endocannabinoid system and exercise, and how cannabinoids may affect exercise performance and recovery. You'll learn how to identify key features of aging and how cannabinoids may influence the aging process. Obtaining this knowledge will be helpful in terms of informing public policy, public health, and personal decisions regarding the use of cannabis products."
427,https://www.coursera.org/learn/data-analytics-business-capstone,Advanced Business Analytics Capstone,University of Colorado Boulder,"6,920","The analytics process is a collection of interrelated activities that lead to better decisions and to a higher business performance. The capstone of this specialization is designed with the goal of allowing you to experience this process. The capstone project will take you from data to analysis and models, and ultimately to presentation of insights."
428,https://www.coursera.org/learn/philosophy-of-science,Philosophy of Science,University of Pennsylvania,"11,219","For the last four centuries, scientists have aimed to provide us with an understanding of the world around us. By all appearances, science has made substantial progress during this time. But is this progress real or illusory? And if it is real, how has this progress been made? This four-week course will consider these important questions. Specific topics will include how scientists generate knowledge through observations, experiments, and simulations; scientific objectivity and failures of scientific objectivity; the self-correcting nature of the scientific community; the positive and negative influences that values can have on science; the relationship between science and religion; and the role of the public in guiding the scientific enterprise."
429,https://www.coursera.org/learn/history-israel-sovereign-state,The History of Modern Israel -  Part II: Challenges of Israel as a sovereign state,Tel Aviv University,"9,607","This course deals with the Israeli politics, economy, society and culture, since its creation in 1948 till today. It analyzes the construction of the Israeli historical narrative as an identity-building narrative, intending to inculcate a collective memory to a diverse society. We will focus on key events and essential components that shaped the Israeli society from the fifties till the present. We will also discuss the changes that the Israeli society experiences in its almost seventy years of existence and how it affects its politics and culture. Among the topics we will discuss issues such as immigration, economic transformation, political upheaval, religious Zionism and post-Zionism, privatization and Americanization, Holocaust increasing role in shaping Israel's identity, diversity and multiculturalism, as well as the enduring conflict with the Palestinians and the Arab world."
430,https://www.coursera.org/learn/opioid-epidemic,Opioid Epidemic: From Evidence to Impact,Johns Hopkins University,"2,083","While prescription opioids serve an invaluable role for the treatment of cancer pain and pain at the end of life, their overuse for acute and chronic non-cancer pain as well as the increasing availability of heroin and illicit fentanyl, have contributed to the highest rates of overdose and opioid addiction in U.S. history. Evidence-informed solutions are urgently needed to address these issues and to promote high-quality care for those with pain. This course and the report it is based on are a response to that need. They offer timely information and a path forward for all who are committed to addressing injuries and deaths associated with opioids in the United States."
431,https://www.coursera.org/learn/dataviz-visual-analytics,Visual Analytics with Tableau,"University of California, Davis","39,511","In this third course of the specialization, we’ll drill deeper into the tools Tableau offers in the areas of charting, dates, table calculations and mapping. We’ll explore the best choices for charts, based on the type of data you are using. We’ll look at specific types of charts including scatter plots, Gantt charts, histograms, bullet charts and several others, and we’ll address charting guidelines. We’ll define discrete and continuous dates, and examine when to use each one to explain your data.  You’ll learn how to create custom and quick table calculations and how to create parameters. We’ll also introduce mapping and explore how Tableau can use different types of geographic data, how to connect to multiple data sources and how to create custom maps."
432,https://www.coursera.org/learn/google-cloud-product-fundamentals,Infrastructure and Application Modernization with Google Cloud,Google Cloud,"20,150",Many traditional enterprises use legacy systems and applications that often struggle to achieve the scale and speed needed to meet modern customer expectations. Business leaders and IT decision makers constantly have to choose between maintenance of legacy systems and investing in innovative new products and services.
433,https://www.coursera.org/learn/seo-tactics,Advanced Content and Social Tactics to Optimize SEO,"University of California, Davis","53,561","Discover the content marketing and social media ecosystems and how these interconnected channels drive search results to a website. Leverage content marketing and social media as part of your SEO strategy, and how to use influence marketing to establish a website’s authority."
434,https://www.coursera.org/learn/advanced-sas-programming-techniques,Advanced SAS Programming Techniques,SAS,na,"In this course, you learn advanced techniques within the DATA step and procedures to manipulate data."
435,https://www.coursera.org/learn/history-israel,The History of Modern Israel - Part I: From an Idea to a State,Tel Aviv University,"34,670","How did the State of Israel come to be? How is it that an idea, introduced in 19th century Europe, became a reality? And how does that reality prevail in the harsh complexities of the Middle East?"
436,https://www.coursera.org/learn/bioinformatics-methods-1,Bioinformatic Methods I,University of Toronto,"92,639","Large-scale biology projects such as the sequencing of the human genome and gene expression surveys using RNA-seq, microarrays and other technologies have created a wealth of data for biologists. However, the challenge facing scientists is analyzing and even accessing these data to extract useful information pertaining to the system being studied. This course focuses on employing existing bioinformatic resources – mainly web-based programs and databases – to access the wealth of data to answer questions relevant to the average biologist, and is highly hands-on."
437,https://www.coursera.org/learn/agile-atlassian-jira,Agile with Atlassian Jira,Atlassian,"117,639","Agile teams use “just enough” planning and an incremental approach to accomplishing the work of the team. Every project and every team uses a custom agile methodology. This course discusses common foundational principles and practices used by agile methodologies, providing the student a flexible set of tools to use in any role (e.g. product owner, scrum master, project manager, team member) on any agile team. This course mainly discusses agile and lean principles, the kanban and scrum agile methodologies, and uses Atlassian Jira Software Cloud as the main software tool to apply hands-on learning of the topics. The course includes instruction on ""classic"" Jira projects as well as the new ""next-gen"" Jira projects."
438,https://www.coursera.org/learn/grammar-punctuation,Grammar and Punctuation,"University of California, Irvine","616,612",Course 1: Grammar and Punctuation
439,https://www.coursera.org/learn/clinical-kidney-transplantation,"Clinical Kidney, Pancreas and Islet Transplantation",Universiteit Leiden,"16,574","Kidney transplantation is a major advance of modern medicine which provides high-quality of life for patients with end-stage renal disease. What used to be an experimental, risky, and very limited treatment option more than 50 years ago is now routinely performed in many countries worldwide. The number of renal transplants is expected to rise sharply in the next decade since the proportion of patients with end stage renal disease is increasing."
440,https://www.coursera.org/learn/blockchain-opportunity-analysis,Blockchain Opportunity Analysis,INSEAD,"14,660","In this fourth and final course of the specialization, you will synthesize your learning into a project deliverable called a Blockchain Opportunity Analysis.  The goals of this course are twofold: One, it’s for you to identify a specific need or problem in your chosen industry that can potentially be solved using blockchain technology. Two, it’s for you to investigate possible solutions to this problem, including how these solutions might be executed. You will accomplish different project milestones each week, and will be introduced to several tools that entrepreneurs use to organize their findings. Throughout this process, you will hear from real-world practitioners who have hands-on experience in the blockchain ecosystem.  Additionally, by participating in this course you will gain access to our Blockchain Case Commons—a crowdsourced collection of blockchain applications and use-cases spanning multiple industries.  As an outcome of this course, you’ll walk away with a consolidated, peer-reviewed Blockchain Opportunity Analysis, which you can use to pitch your idea to your organization or even to potential investors."
441,https://www.coursera.org/learn/basic-statistics,Basic Statistics,University of Amsterdam,"240,068","Understanding statistics is essential to understand research in the social and behavioral sciences. In this course you will learn the basics of statistics; not just how to calculate them, but also how to evaluate them. This course will also prepare you for the next course in the specialization - the course Inferential Statistics."
442,https://www.coursera.org/learn/holocaust-introduction-1,"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",Tel Aviv University,"53,605","The Holocaust was an inconceivable historical event, which forever robbed Western culture of its innocence. As civilized human beings, we fail to understand how events of such horror could have taken place, and how an idea so inhumanly warped could have spread like wildfire through an entire continent, instigating the systematic annihilation of millions of Jews."
443,https://www.coursera.org/learn/advanced-manufacturing-enterprise,Advanced Manufacturing Enterprise,University at Buffalo,"12,665","Enterprises that seek to become proficient in advanced manufacturing must incorporate manufacturing management tools and integrate data throughout the supply chain to be successful. This course will make students aware of what a digitally connected enterprise is, as they learn about the operational complexity of enterprises, business process optimization and the concept of an integrated product-process-value chain."
444,https://www.coursera.org/learn/capstone-fpga-design,FPGA Capstone:  Building FPGA Projects,University of Colorado Boulder,"3,408",This course will give you hands-on FPGA design experience that uses all the concepts and skills you have developed up to now.   You will need to purchase a DE10-Lite development kit.  You will setup and test the MAX10 DE10-Lite board using the FPGA design tool Quartus Prime and the System Builder.
445,https://www.coursera.org/learn/what-is-datascience,What is Data Science?,IBM,"500,458","The art of uncovering the insights and trends in data has been around since ancient times. The ancient Egyptians used census data to increase efficiency in tax collection and they accurately predicted the flooding of the Nile river every year. Since then, people working in data science have carved out a unique and distinct field for the work they do. This field is data science. In this course, we will meet some data science practitioners and we will get an overview of what data science is today."
446,https://www.coursera.org/learn/build-personal-resilience,Build personal resilience,Macquarie University,"28,095","Globalisation and advances in information and communication technology have resulted in a 24/7 work environment characterised by rapid change, a greater sense of competition, and an explosion in access to communication and information. These pressures compound stress related to workload and information processing – this not only reduces performance but can lead to a reduced sense of meaning and purpose as well as physical and mental health issues. Understanding stress and how to boost your resilience to it are essential skills for contemporary leaders and play a vital role in managing the demands you face at work. This course will focus on the nature of stressors facing leaders in today’s work environments and how to deal with them. You’ll explore personal resilience – your capacity to withstand and cope with stress – and strategies for self-management, motivation and organisation. You’ll also learn how resilience is impacted by health and social relationships."
447,https://www.coursera.org/learn/wind-for-renewable-energies,Wind resources for renewable energies,École Polytechnique,"12,706",The main goal of this course is to get the necessary knowledge on atmospheric and fluid dynamics in order to quantify the wind resource of a local or regional area.
448,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-market-competition,Market and Competition in Pricing Strategy,University of Virginia,"7,925","If you haven’t considered what the competition is charging, you may not be maximizing your revenue. Spend time analyzing the market and you can influence price and improve margins. In this course, we'll show you how to implement competitive pricing and avoid common legal pitfalls of market-based pricing. You will also learn how to predict, influence and respond to competitors’ pricing moves. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, this course provides an in-depth understanding of market-based pricing and how to use it to capture more revenue."
449,https://www.coursera.org/learn/motors-circuits-design,Motors and Motor Control Circuits,University of Colorado Boulder,"27,337","This course can also be taken for academic credit as ECEA 5341, part of CU Boulder’s Master of Science in Electrical Engineering degree."
450,https://www.coursera.org/learn/cinemaxe,Introduction to advanced tomography,Technical University of Denmark (DTU),"2,685","In this course you get the chance to get teaching and hands-on experience with the complete workflow of high-resolution tomography analysis. You will get introduced to data acquisition, 3D reconstruction, segmentation and meshing and, finally, 3D modelling of data to extract physical parameters describing mechanical and flow properties. The teaching and the exercises will take place in close interaction with top experts in the field. Exercises will require some basic programming skills, and will be carried out in a common python environment."
451,https://www.coursera.org/learn/wireless-communications,Wireless Communications for Everybody,Yonsei University,"44,152","This course will provide an introduction and history of cellular communication systems that have changed our lives during the recent four decades and will become an essential and inseparable part of human life. The principles of wireless communication theory are covered with emphasis on the essential concept delivery to non-major learners in the easiest way. Then, it will be covered how such principles are realized and how multimedia services can be delivered in practical LTE cellular systems by which learners are connected and enjoys together in their lives."
452,https://www.coursera.org/learn/user-experience-design,Introduction to User Experience Design,Georgia Institute of Technology,"223,524",The focus of this course is to introduce the learner to User Experience (UX) Design
453,https://www.coursera.org/learn/shakespeare-twelfth-night-comedy-community-applied,"William Shakespeare's Twelfth Night: Comedy, Conflict, and Community",University of Colorado Boulder,"3,913","This course introduces and explores William Shakespeare’s classic comedy, Twelfth Night. Interviews with actors who appeared in the Colorado Shakespeare Festival’s 2019 production of Twelfth Night, as well as lectures by scholars and theater professionals who work and teach at the University of Colorado Boulder, offer students insight into Shakespeare’s artistic vision and its applications. Exploring Shakespeare’s language, his characters, his humor and his world view, the lectures, interviews, and interactive learning experiences that make up this class will help students comprehend the power of Shakespearean comedy and the abiding appeal of Twelfth Night for its original audience and our contemporary moment. You'll explore the relationship between comedy and tragedy, the conflict inherent in desire, and the ways Shakespeare's words and works engaged his community, and yours."
454,https://www.coursera.org/learn/building-ai-applications,Building AI Applications with Watson APIs,IBM,"11,454","A learner will be able to write an application that leverages multiple Watson AI services (Discovery, Speech to Text, Assistant, and Text to Speech). By the end of the course, they’ll learn best practices of combining Watson services, and how they can build interactive information retrieval systems with Discovery + Assistant."
455,https://www.coursera.org/learn/privacy-eu,Privacy in Europe,EIT Digital,"3,396","After having followed Privacy in the Western world you have become acquainted with the overall global legal system and the origins of privacy as a concept as well as privacy as a (human) right. This course deals with the European legal system to protect privacy. European privacy protection is based upon human rights treaties, both on a European level as well global level such as, e.g. the UN Declaration on Human Rights. This course outlines and deals with these human rights treaties as well as with the specific rules and regulations that govern day to day privacy protection in Europe."
456,https://www.coursera.org/learn/music-theory,Getting Started With Music Theory,Michigan State University,"89,922","This course is a brief introduction to the elements of music theory for those with little or no music theory experience. We will explore pitch, rhythm, meter, notation, scales, keys, key signatures, meter signatures, triads, seventh chords, and basic harmony. If you listen to music or play music by ear, and you want to know more about how music is organized and notated, this course is for you."
457,https://www.coursera.org/learn/battery-management-systems,Introduction to battery-management systems,University of Colorado Boulder,"30,730","This course can also be taken for academic credit as ECEA 5730, part of CU Boulder’s Master of Science in Electrical Engineering degree."
458,https://www.coursera.org/learn/what-is-news,What is news?,Michigan State University,"31,987","This course will guide you through the basic elements of professional journalism and the news values and ethics of covering real-world issues and events. The overview and examples of the types of news coverage helps introduce the different types of journalism, such as social media, multimedia, print, visual and broadcast, and how professional journalists effectively use each format."
459,https://www.coursera.org/learn/introduction-genomics,Introduction to Genomic Technologies,Johns Hopkins University,"68,530","This course introduces you to the basic biology of modern genomics and the experimental tools that we use to measure it. We'll introduce the Central Dogma of Molecular Biology and cover how next-generation sequencing can be used to measure DNA, RNA, and epigenetic patterns. You'll also get an introduction to the key concepts in computing and data science that you'll need to understand how data from next-generation sequencing experiments are generated and analyzed."
460,https://www.coursera.org/learn/preparing-data-sas-va,Getting Started with SAS Visual Analytics,SAS,"19,937","In this course, you learn more about SAS Visual Analytics and the SAS Viya platform, how to access and investigate data in SAS Visual Analytics, and how to prepare data for analysis using SAS Data Studio."
461,https://www.coursera.org/learn/acute-stroke-race-scale,Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,Universitat de Barcelona,"1,738","Acute stroke is a time-dependent medical emergency. In acute ischemic stroke, the first objective is to restore brain flow using sistemic thrombolytic treatment and, in patients with large vessel occlusion, by endovascular treatment. In hemorrhagic stroke there are also specific treatments that can improve the clinical outcome."
462,https://www.coursera.org/learn/what-is-corruption-anti-corruption-compliance,What is Corruption: Anti-Corruption and Compliance,University of Pennsylvania,"8,656",Have you ever paid someone for doing you a favor?
463,https://www.coursera.org/learn/marketing-analytics-project,Marketing Analytics Capstone Project,Emory University,"2,137","This capstone project will give you an opportunity to apply what we have covered in the Foundations of Marketing Analytics specialization. By the end of this capstone project, you will have conducted exploratory data analysis, examined pairwise relationships among different variables, and developed and tested a predictive model to solve a marketing analytics problem.  It is highly recommended that you complete all courses within the Foundations of Marketing Analytics specialization before starting the capstone course."
464,https://www.coursera.org/learn/women-in-leadership,Women in Leadership: Inspiring Positive Change,Case Western Reserve University,"26,552","This course aims to inspire and empower women and men across the world to engage in purposeful career development and take on leadership for important causes---to lead change with more conviction and confidence---and improve our workplaces and communities for all. By offering more complex understandings of issues related to professional women and work, the course will help you increase self-knowledge about your own values and vision, as well as enhance your capabilities as a leader, manager, and team contributor. We will examine the opportunities, challenges, trade-offs, and organizational dynamics experienced by women in work organizations, as well as reflect on and practice effective individual behaviors."
465,https://www.coursera.org/learn/high-performing-teams,Building High-Performing Teams,University of Pennsylvania,"13,650","Teams are essential to the modern organization, but most never reach their potential. Co-workers miscommunicate, and groups struggle to adapt to changes in the market or their organizations. When teams lack self-awareness about these challenges, performance suffers. Based on years of team culture research and consulting experience, this course helps you understand the problems that hurt productivity, and gives you tools for creating positive change. This course also guides you through creating the ground rules and structure needed to set your team up for success."
466,https://www.coursera.org/learn/process-improvement,Process Improvement,University of Illinois at Urbana-Champaign,"34,130","In this course you will focus on process improvement. You will learn how to set organizational priorities for continuous process improvement, how to execute process improvement projects, and how to sustain the initiative for continuous improvements."
467,https://www.coursera.org/learn/cloud-computing-adoption,Moving to the Cloud,The University of Melbourne,"14,047","The cloud is taking business by storm.  In fact, due to the extraordinary growth of the cloud, it has been described as a tornado, not a fluffy white floating object!"
468,https://www.coursera.org/learn/uva-darden-market-analytics,Marketing Analytics,University of Virginia,"280,915",Organizations large and small are inundated with data about consumer choices. But that wealth of information does not always translate into better decisions. Knowing how to interpret data is the challenge -- and marketers in particular are increasingly expected to use analytics to inform and justify their decisions.
469,https://www.coursera.org/learn/cryo-em,Getting started in cryo-EM,Caltech,"20,042","This class covers the fundamental principles underlying cryo-electron microscopy (cryo-EM) starting with the basic anatomy of electron microscopes, an introduction to Fourier transforms, and the principles of image formation. Building upon that foundation, the class then covers the sample preparation issues, data collection strategies, and basic image processing workflows for all 3 basic modalities of modern cryo-EM: tomography, single particle analysis, and 2-D crystallography."
470,https://www.coursera.org/learn/ios-app-development-swift-5,Introduction to iOS App Development with Swift 5,LearnQuest,"8,655",Welcome to Introduction to iOS Application Development with Swift 5.
471,https://www.coursera.org/learn/google-kubernetes-engine,Getting Started with Google Kubernetes Engine,Google Cloud,"98,079","In this course, each module aims to build on your ability to interact with GKE, and includes hands-on labs for you to experience functionalities first-hand. In the first module, you'll be introduced to a range of Google Cloud services and features, with a view to helping you choose the right Google Cloud services to create your own cloud solution. You'll learn about creating a container using Cloud Build, and store a container in Container Registry. You'll also compare and contrast the features of Kubernetes and Google Kubernetes Engine, also referred to as GKE. In addition to conceptualizing the Kubernetes architecture, you'll deploy a Kubernetes cluster using GKE, deploy Pods to a GKE cluster, and view and manage Kubernetes objects."
472,https://www.coursera.org/learn/mentalhealth-cannabis-cbd-thc,"Cannabis, Mental Health, and Brain Disorders",University of Colorado Boulder,"6,118","This Cannabis, Mental Health, and Brain Disorders course is designed to have you think critically about the health effects of cannabis (i.e., marijuana) in the context of several mental health and neurocognitive disorders. You'll be able to identify key features of several anxiety disorders (e.g., panic disorder, generalized anxiety disorder, social anxiety disorder, PTSD), major depression, schizophrenia, multiple sclerosis, epilepsy, traumatic brain injury, and Alzheimer's and Parkinson's Disease. You'll understand the etiology and risk factors for these disorders, recognize conventional treatments, and understand the influence of different cannabinoids such as THC and CBD on these disorders. Obtaining this knowledge will be helpful in terms of informing public policy, public health, and personal decisions regarding the use of cannabis products."
473,https://www.coursera.org/learn/motivate-genz-learners,Motivating Gen Z Learners: What Parents and Teachers Need to Know,"Nanyang Technological University, Singapore","7,379","The purpose of this course is to equip parents and educators with the knowledge of motivational theories and their application in real-life contexts.  Following the storyline of two children, Bob and Sarah, course participants are presented with a variety of problem scenarios. These depict common motivational issues that the participants can resolve using the motivational principles described in the course. Through the various sessions, parents and educators will progressively build a repertoire of strategies that enable them to better understand the Gen Z learners and to enhance their motivation to learn.   Course participants will also have the opportunity to check their own understanding through quizzes and to interact with one another through discussion forums."
